User_ID,Date,Time,Hours_per_day,While_working,Instrumentalist,Composer,Fav_genre,Exploratory,Foreign_languages,Anxiety,Depression,Insomnia,OCD,Music_effects
513,9/2/2022 0:00,4:56:00,5,Yes,No,No,Rock,No,No,1,2,1,0,No effect
514,9/2/2022 0:00,5:21:00,8,Yes,No,No,Rock,Yes,No,2,1,2,2,Improve
515,9/2/2022 0:00,5:40:00,2,Yes,No,No,Classical,No,No,5,2,4,0,Improve
516,9/2/2022 0:00,5:49:00,2,Yes,No,No,Pop,No,No,7,2,1,0,Improve
517,9/2/2022 0:00,6:20:00,1,Yes,No,No,Folk,No,Yes,10,10,7,8,Improve
518,9/2/2022 0:00,6:41:00,8,Yes,No,No,Pop,Yes,Yes,7,2,1,6,Improve
519,9/2/2022 0:00,7:13:00,8,Yes,No,No,Pop,Yes,No,6,4,1,0,Improve
520,9/2/2022 0:00,7:13:00,1,No,No,No,EDM,Yes,No,5,9,6,1,Improve
521,9/2/2022 0:00,7:29:00,1,Yes,Yes,No,Video game music,No,No,7,5,7,0,Improve
522,9/2/2022 0:00,7:53:00,8,Yes,No,No,Jazz,Yes,Yes,7,6,7,4,Improve
523,9/2/2022 0:00,8:05:00,2,Yes,No,No,Rock,No,No,0,0,0,0,Improve
524,9/2/2022 0:00,8:06:00,6,Yes,No,No,R&B,No,Yes,3,5,0,2,No effect
525,9/2/2022 0:00,9:15:00,3,No,Yes,Yes,Metal,Yes,Yes,8,8,5,2,Improve
526,9/2/2022 0:00,9:25:00,4,Yes,Yes,No,EDM,No,Yes,8,7,10,6,Improve
527,9/2/2022 0:00,9:54:00,2,Yes,No,No,Rock,No,Yes,2,4,5,2,Improve
528,9/2/2022 0:00,2:09:00,3,Yes,Yes,No,Classical,No,No,7,3,9,2,Improve
529,9/2/2022 0:00,2:31:00,4,No,No,Yes,Pop,Yes,No,8,7,4,4,Improve
530,9/2/2022 0:00,3:24:00,2,No,No,No,Jazz,Yes,Yes,0,0,0,5,No effect
531,9/2/2022 0:00,4:14:00,1,Yes,No,No,Pop,No,Yes,8,6,9,8,Improve
532,9/2/2022 0:00,4:36:00,1,Yes,No,No,Video game music,Yes,Yes,4,2,3,2,Improve
533,9/2/2022 0:00,7:20:00,1,No,No,No,Rock,No,No,3,2,2,2,Improve
534,9/2/2022 0:00,7:39:00,2,Yes,Yes,No,Gospel,No,No,6,4,10,0,Improve
535,9/2/2022 0:00,9:14:00,7,Yes,No,No,Pop,Yes,Yes,8,8,10,0,Improve
536,9/2/2022 0:00,9:19:00,5,Yes,No,No,Pop,Yes,Yes,5,5,5,5,Improve
537,9/2/2022 0:00,10:18:00,3,Yes,No,No,Rock,No,No,10,8,6,2,No effect
538,9/3/2022 0:00,3:54:00,1,No,No,No,Rock,No,No,0,0,7,0,Improve
539,9/3/2022 0:00,5:27:00,6,Yes,Yes,Yes,Rock,Yes,Yes,8,8,10,0,Improve
540,9/3/2022 0:00,7:09:00,2,No,No,No,Rock,Yes,No,8,2,0,0,No effect
541,9/3/2022 0:00,8:53:00,3,Yes,Yes,Yes,Metal,Yes,No,7,8,4,10,Improve
542,9/3/2022 0:00,10:20:00,1.5,Yes,No,No,Country,No,No,0,2,0,1,Improve
543,9/3/2022 0:00,10:41:00,4,Yes,Yes,No,Pop,Yes,No,3,5,4,0,Improve
544,9/3/2022 0:00,12:26:00,2,Yes,Yes,No,Pop,Yes,Yes,5,2,3,1,Improve
545,9/3/2022 0:00,1:52:00,2,Yes,No,No,Folk,Yes,No,6,1,0,0,Improve
546,9/3/2022 0:00,2:08:00,2,No,No,No,Rap,Yes,Yes,6,3,4,2,Improve
547,9/3/2022 0:00,2:35:00,1,Yes,Yes,Yes,Rock,Yes,No,5,6,8,2,Improve
548,9/3/2022 0:00,3:52:00,3,Yes,No,No,K pop,Yes,Yes,8,4,7,5,Improve
549,9/3/2022 0:00,3:52:00,3,Yes,No,No,Pop,Yes,No,1,1,2,3,Improve
550,9/3/2022 0:00,4:00:00,2,No,Yes,No,Rock,Yes,No,8,3,1,3,Improve
551,9/3/2022 0:00,4:24:00,6,Yes,No,Yes,Rap,Yes,No,3,3,0,0,Improve
552,9/3/2022 0:00,5:14:00,3,Yes,No,No,Classical,No,Yes,0,0,0,0,No effect
553,9/3/2022 0:00,6:01:00,3,Yes,No,No,Pop,No,No,5,4,2,0,No effect
554,9/3/2022 0:00,6:23:00,2,Yes,No,No,R&B,Yes,No,2,4,0,0,Improve
555,9/3/2022 0:00,6:37:00,2,Yes,No,No,Video game music,No,No,4,6,0,2,Improve
556,9/3/2022 0:00,8:49:00,2,Yes,No,Yes,Pop,Yes,No,5,7,2,0,Improve
557,9/3/2022 0:00,8:58:00,3,Yes,No,No,Rock,Yes,Yes,4,0,7,0,No effect
558,9/3/2022 0:00,9:08:00,4,Yes,No,No,Pop,Yes,Yes,10,8,6,2,No effect
559,9/3/2022 0:00,9:52:00,2,Yes,Yes,Yes,R&B,Yes,No,3,3,1,0,Improve
560,9/4/2022 0:00,2:32:00,5,Yes,Yes,No,Rock,Yes,No,8,7,2,1,Improve
561,9/4/2022 0:00,5:01:00,2,Yes,No,No,R&B,No,No,3,3,0,3,Improve
562,9/4/2022 0:00,5:22:00,1,No,No,No,K pop,Yes,No,4,5,2,5,Improve
563,9/4/2022 0:00,9:22:00,7,Yes,No,No,Folk,Yes,Yes,10,10,8,10,Improve
564,9/4/2022 0:00,10:07:00,3,Yes,Yes,No,K pop,No,Yes,10,2,7,8,Improve
565,9/4/2022 0:00,10:48:00,3,No,Yes,Yes,Metal,Yes,No,9,6,8,5,Improve
566,9/4/2022 0:00,11:15:00,4,Yes,No,No,R&B,Yes,Yes,6,4,1,6,Improve
567,9/4/2022 0:00,11:25:00,3,Yes,No,No,Pop,Yes,No,3,4,6,8,Improve
568,9/4/2022 0:00,1:07:00,1,Yes,No,No,Gospel,No,No,10,10,10,0,Improve
569,9/4/2022 0:00,3:41:00,7,Yes,No,No,Video game music,Yes,No,4,8,8,4,No effect
570,9/4/2022 0:00,4:26:00,1,No,No,No,R&B,Yes,Yes,3,0,0,0,Improve
571,9/4/2022 0:00,5:54:00,4,Yes,No,No,R&B,Yes,Yes,1,0,0,0,Improve
572,9/4/2022 0:00,8:38:00,4,Yes,No,No,Classical,Yes,No,5,6,7,7,No effect
573,9/4/2022 0:00,9:29:00,3,Yes,No,No,Video game music,Yes,Yes,7,0,3,1,No effect
574,9/4/2022 0:00,9:44:00,2,Yes,No,No,Pop,No,No,10,8,8,9,Improve
575,9/4/2022 0:00,10:32:00,4,Yes,Yes,No,R&B,Yes,Yes,3,0,3,4,Improve
576,9/5/2022 0:00,2:08:00,5,Yes,No,No,EDM,Yes,Yes,1,0,0,1,No effect
577,9/5/2022 0:00,6:29:00,6,Yes,No,No,Pop,No,No,6,6,0,0,Improve
578,9/5/2022 0:00,8:21:00,1,Yes,No,No,Video game music,Yes,No,4,3,4,0,Improve
579,9/5/2022 0:00,12:10:00,1,No,No,No,Pop,No,No,6,4,0,0,Improve
580,9/5/2022 0:00,9:56:00,3,Yes,No,No,Rock,Yes,No,2,6,3,0,Worsen
581,9/6/2022 0:00,9:40:00,1,Yes,No,No,Pop,Yes,Yes,8,3,3,3,Improve
582,9/6/2022 0:00,10:12:00,8,No,No,No,Rock,No,Yes,8,10,7,3,No effect
583,9/6/2022 0:00,11:15:00,1,No,Yes,No,Rock,No,No,1,0,0,1,Improve
584,9/6/2022 0:00,11:19:00,8,Yes,Yes,Yes,Rock,Yes,No,8,6,6,8,Improve
585,9/6/2022 0:00,12:36:00,1,Yes,No,No,Pop,Yes,Yes,6,3,1,7,Improve
586,9/6/2022 0:00,1:26:00,1,No,Yes,No,Rap,Yes,Yes,2,0,3,0,Improve
587,9/6/2022 0:00,2:43:00,10,Yes,Yes,Yes,Metal,No,Yes,0,0,0,0,No effect
588,9/6/2022 0:00,3:53:00,10,Yes,Yes,Yes,Rock,Yes,No,10,10,6,6,Improve
589,9/6/2022 0:00,7:27:00,5,Yes,No,No,Rock,Yes,Yes,3,0,0,1,Improve
590,9/7/2022 0:00,9:16:00,10,Yes,No,No,Rock,Yes,Yes,7,9,10,0,Improve
591,9/7/2022 0:00,12:32:00,2,Yes,Yes,No,Classical,Yes,Yes,8,7,6,2,Improve
592,9/7/2022 0:00,2:17:00,6,Yes,No,No,R&B,No,No,2,0,10,10,Improve
593,9/7/2022 0:00,7:43:00,2,Yes,No,No,R&B,Yes,No,10,7,9,3,No effect
594,9/7/2022 0:00,9:19:00,3,Yes,No,No,Pop,No,Yes,6,0,0,0,Improve
595,9/8/2022 0:00,3:06:00,8,Yes,Yes,Yes,Gospel,Yes,Yes,3,0,2,2,Improve
596,9/8/2022 0:00,4:56:00,8,Yes,No,No,Lofi,Yes,Yes,6,5,9,8,Improve
597,9/8/2022 0:00,6:12:00,8,Yes,No,No,Rock,Yes,No,7,6,5,8,Improve
598,9/8/2022 0:00,6:14:00,8,Yes,Yes,No,Metal,Yes,No,10,7,8,6,Improve
599,9/8/2022 0:00,7:16:00,12,Yes,Yes,No,Latin,Yes,No,0,3,9,5,No effect
600,9/8/2022 0:00,9:30:00,6,Yes,No,No,EDM,Yes,Yes,0,2,1,5,Improve
601,9/8/2022 0:00,11:40:00,4,Yes,Yes,No,R&B,No,Yes,2,0,0,0,No effect
602,9/9/2022 0:00,7:19:00,8,Yes,No,No,Jazz,Yes,No,2,2,4,0,No effect
603,9/9/2022 0:00,7:48:00,2,No,No,No,Pop,No,No,5,6,3,4,No effect
604,9/9/2022 0:00,11:15:00,1,No,No,No,Rock,No,No,0,0,1,0,No effect
605,9/9/2022 0:00,11:25:00,2,Yes,Yes,No,Hip hop,Yes,No,5,4,3,7,Improve
606,9/9/2022 0:00,6:44:00,3,Yes,Yes,No,K pop,Yes,Yes,2,7,0,0,Improve
607,9/9/2022 0:00,10:31:00,1,Yes,No,No,Video game music,Yes,Yes,0,6,0,4,Improve
608,9/9/2022 0:00,11:34:00,0,No,No,No,Classical,Yes,Yes,0,0,0,0,Improve
609,9/10/2022 0:00,2:59:00,2,Yes,Yes,Yes,Rap,Yes,Yes,7,5,1,3,Improve
610,9/10/2022 0:00,6:07:00,0.1,Yes,Yes,No,Folk,No,Yes,7,5,3,1,No effect
611,9/10/2022 0:00,9:06:00,2,Yes,No,No,Rock,No,Yes,3,3,1,8,No effect
612,9/10/2022 0:00,10:08:00,12,Yes,No,No,Rock,Yes,Yes,7,10,4,7,Worsen
613,9/12/2022 0:00,9:39:00,1,Yes,No,No,Pop,Yes,No,3,2,3,0,Improve
614,9/12/2022 0:00,11:45:00,1,Yes,No,No,Rock,No,No,5,1,1,9,Improve
615,9/12/2022 0:00,12:09:00,3,Yes,No,No,Rock,No,No,8,9,4,10,Improve
616,9/12/2022 0:00,12:14:00,2,Yes,No,No,Metal,Yes,Yes,4,8,0,0,Improve
617,9/12/2022 0:00,12:15:00,2,Yes,No,No,Rock,Yes,Yes,7,9,7,0,Improve
618,9/12/2022 0:00,12:46:00,3,Yes,Yes,No,Rock,Yes,No,1,5,6,4,No effect
619,9/12/2022 0:00,1:31:00,1,No,No,No,Jazz,Yes,Yes,3,2,1,0,No effect
620,9/12/2022 0:00,1:33:00,3,Yes,Yes,Yes,Jazz,Yes,Yes,6,8,0,0,Improve
621,9/12/2022 0:00,1:46:00,3,Yes,No,No,Rock,No,No,6,3,6,0,Improve
622,9/12/2022 0:00,1:55:00,5,Yes,Yes,Yes,Metal,Yes,Yes,7,4,8,0,Improve
623,9/12/2022 0:00,2:20:00,8,Yes,No,No,Metal,Yes,No,2,6,9,1,No effect
624,9/12/2022 0:00,2:27:00,4,Yes,No,No,Hip hop,Yes,Yes,8,5,3,8,Improve
625,9/12/2022 0:00,2:29:00,5,Yes,No,Yes,Rock,Yes,Yes,3,3,0,0,Improve
626,9/12/2022 0:00,2:42:00,3,Yes,No,No,Rap,No,Yes,7,5,3,3,Improve
627,9/12/2022 0:00,2:44:00,4,Yes,No,No,Rock,Yes,Yes,4,8,2,3,Improve
628,9/12/2022 0:00,3:07:00,1,Yes,Yes,No,Classical,No,No,3,0,0,5,Improve
629,9/12/2022 0:00,3:12:00,4,Yes,No,No,Metal,Yes,Yes,10,7,3,2,Improve
630,9/12/2022 0:00,4:24:00,1,No,No,No,Rock,Yes,Yes,10,4,8,0,Improve
631,9/12/2022 0:00,6:07:00,2,Yes,Yes,No,Video game music,No,Yes,2,2,0,0,Improve
632,9/12/2022 0:00,6:09:00,6,Yes,No,No,Folk,Yes,No,8,7,7,3,Improve
633,9/12/2022 0:00,6:10:00,2,No,No,No,Rock,No,No,10,5,2,8,Improve
634,9/12/2022 0:00,6:54:00,1,Yes,No,No,Rock,Yes,No,9,10,10,6,No effect
635,9/12/2022 0:00,7:03:00,4,Yes,Yes,No,Metal,Yes,No,5,2,1,6,Improve
636,9/12/2022 0:00,7:13:00,8,Yes,Yes,Yes,Classical,No,No,4,8,9,1,Improve
637,9/12/2022 0:00,7:41:00,2,Yes,No,No,Metal,Yes,Yes,7,8,5,3,Improve
638,9/12/2022 0:00,8:07:00,2,Yes,No,No,EDM,Yes,Yes,2,2,0,3,No effect
639,9/12/2022 0:00,10:24:00,10,Yes,No,Yes,K pop,Yes,Yes,10,3,0,4,Improve
640,9/12/2022 0:00,10:26:00,0,No,No,No,Metal,No,No,10,10,10,9,Improve
641,9/12/2022 0:00,11:09:00,6,Yes,No,No,Folk,Yes,Yes,3,7,7,4,No effect
642,9/12/2022 0:00,11:16:00,3,Yes,No,No,EDM,Yes,Yes,7,5,7,7,Improve
643,9/12/2022 0:00,11:56:00,2,Yes,No,No,Metal,No,Yes,7,4,8,8,Improve
644,9/13/2022,0:48:14,0.25,No,Yes,No,Classical,Yes,Yes,7,9,4,5,Improve
645,9/13/2022,1:55:43,4,Yes,No,No,EDM,Yes,Yes,4,7,1,3,Improve
646,9/13/2022,1:57:14,2,No,No,No,Metal,Yes,No,5,9,9,6,Improve
647,9/13/2022,2:17:14,2,Yes,No,No,Pop,Yes,No,5,4,10,7,No effect
648,9/13/2022,4:45:33,3,Yes,No,No,Pop,No,No,7,2,0,1,Improve
649,9/13/2022,5:57:53,6,Yes,No,No,Folk,Yes,Yes,8,6,0,2,Improve
650,9/13/2022,7:06:03,3,No,No,No,Metal,Yes,No,1,3,10,0,No effect
651,9/13/2022,7:12:07,2,Yes,No,No,Rock,Yes,No,8,10,10,2,Worsen
652,9/13/2022,8:05:59,5,Yes,Yes,No,Folk,Yes,Yes,4,7,6,0,No effect
653,9/13/2022,8:36:33,4,No,No,No,Pop,No,Yes,9,6,3,0,No effect
654,9/13/2022,9:29:29,4,Yes,No,No,Rock,Yes,No,10,7,4,4,Improve
655,9/13/2022,11:16:37,0,No,No,No,Rock,No,No,1,2,2,0,No effect
656,9/13/2022,13:18:32,12,Yes,Yes,Yes,Rock,Yes,No,7,10,0,8,Improve
657,9/13/2022,13:58:18,0.5,No,No,No,Pop,No,No,10,2,1,10,Worsen
658,9/13/2022,16:16:16,1,Yes,No,No,Rock,No,No,2,1,2,2,Improve
659,9/13/2022,16:34:56,3,Yes,No,No,R&B,Yes,Yes,3,10,0,0,No effect
660,9/13/2022,22:19:10,12,No,No,No,Rock,Yes,Yes,7,10,2,0,Improve
661,9/13/2022,23:06:06,4,Yes,Yes,Yes,Metal,No,No,4,2,0,0,Improve
662,9/14/2022,0:09:08,3,Yes,No,No,R&B,No,No,4,2,5,3,Improve
663,9/14/2022,0:58:57,1,Yes,No,No,Metal,Yes,Yes,6,8,7,0,Improve
664,9/14/2022,7:07:15,4,No,No,No,Folk,Yes,Yes,8,6,4,0,Improve
665,9/14/2022,9:56:39,2,Yes,Yes,Yes,Rock,Yes,No,2,2,0,0,No effect
666,9/14/2022,12:44:04,3,Yes,No,No,Rock,Yes,Yes,8,7,9,3,Improve
667,9/15/2022,0:33:58,3,Yes,Yes,No,Rock,No,Yes,4,3,5,0,No effect
668,9/15/2022,9:41:28,1,Yes,No,No,Rock,Yes,Yes,6,1,0,4,No effect
669,9/15/2022,11:09:46,2,Yes,No,No,Pop,Yes,Yes,6,6,3,6,Improve
670,9/15/2022,15:30:41,1,Yes,No,No,K pop,Yes,Yes,8,7,1,1,No effect
671,9/16/2022,1:47:01,0.5,Yes,No,No,Pop,Yes,Yes,5,3,4,1,Improve
672,9/16/2022,9:24:53,2,Yes,No,No,Video game music,No,No,6,2,4,3,Improve
673,9/16/2022,21:55:32,11,Yes,Yes,Yes,Metal,Yes,Yes,5,6,6,0,Improve
674,9/18/2022,16:23:29,10,Yes,Yes,Yes,Jazz,Yes,Yes,6,10,8,1,Improve
675,9/18/2022,20:32:27,5,Yes,Yes,No,Rock,Yes,No,7,3,9,7,Improve
676,9/19/2022,8:12:47,1.5,Yes,Yes,No,Classical,Yes,Yes,4,6,0,0,No effect
677,9/19/2022,9:37:09,2,Yes,No,No,Folk,Yes,Yes,9,4,0,1,Improve
678,9/19/2022,18:34:27,3,No,No,No,Rap,Yes,Yes,9,7,7,5,Improve
679,9/19/2022,20:09:43,2,No,No,Yes,Rock,Yes,No,5,10,2,7,No effect
680,9/19/2022,23:53:37,3,Yes,No,No,Country,No,Yes,1,0,1,0,Improve
681,9/21/2022,21:12:20,4,No,No,No,R&B,Yes,Yes,8,7,2,6,Improve
682,9/22/2022,12:32:45,1,No,No,No,K pop,No,Yes,5,1,4,0,Improve
683,9/22/2022,15:03:22,5,Yes,Yes,No,Latin,Yes,Yes,10,6,0,0,Improve
684,9/23/2022,21:07:24,2,Yes,No,No,R&B,Yes,No,7,5,5,5,Improve
685,9/23/2022,23:05:47,7,Yes,No,No,Hip hop,Yes,Yes,3,1,0,3,Improve
686,9/23/2022,23:06:12,2,Yes,No,No,Rap,Yes,Yes,5,8,7,4,Improve
687,9/23/2022,23:06:29,1,Yes,No,No,Classical,No,No,2,0,0,5,No effect
688,9/23/2022,23:43:10,1,No,Yes,No,Classical,No,No,7,0,0,0,No effect
689,9/24/2022,0:42:39,4,Yes,No,No,R&B,No,No,8,0,0,2,No effect
690,9/24/2022,10:25:15,6,Yes,No,No,R&B,Yes,Yes,4,1,1,0,Improve
691,9/24/2022,10:59:12,3,Yes,No,No,Hip hop,Yes,No,3,8,0,2,Improve
692,9/25/2022,14:01:57,4,Yes,No,No,Hip hop,Yes,No,7,0,2,2,Improve
693,9/27/2022,8:17:33,4,Yes,No,No,Video game music,Yes,Yes,10,8,10,0,Improve
694,9/27/2022,11:46:56,1,Yes,Yes,Yes,Pop,Yes,No,7,1,1,1,Improve
695,9/27/2022,13:32:27,2,Yes,Yes,No,Pop,Yes,Yes,5,9,1,7,No effect
696,9/28/2022,17:25:48,24,Yes,Yes,Yes,Rap,No,No,0,0,0,0,No effect
697,9/28/2022,19:37:41,5,Yes,Yes,Yes,R&B,Yes,Yes,10,6,3,8,Improve
698,9/29/2022,17:54:15,3,No,Yes,No,Rock,Yes,Yes,7,3.5,3.5,5.5,Improve
699,10/2/2022 0:00,7:52:00,4,Yes,Yes,Yes,Country,Yes,Yes,2,0,0,2,Improve
700,10/3/2022 0:00,9:30:00,9,Yes,No,No,Metal,No,Yes,10,10,10,8,Improve
701,10/3/2022 0:00,10:00:00,1,Yes,No,No,Pop,No,Yes,8,9,6,5,Worsen
702,10/3/2022 0:00,10:25:00,1,Yes,Yes,No,Rock,Yes,Yes,9,7,8,4,Improve
703,10/3/2022 0:00,10:53:00,2,Yes,No,No,Folk,Yes,No,6,4,5,0,Improve
704,10/3/2022 0:00,11:30:00,1.5,No,No,No,Folk,No,No,8,5,9,4,Improve
705,10/3/2022 0:00,1:01:00,2,Yes,Yes,No,Metal,Yes,Yes,3,7,0,0,Improve
706,10/3/2022 0:00,1:47:00,4,Yes,Yes,No,Pop,Yes,No,9,1,0,9,Improve
707,10/3/2022 0:00,3:38:00,1,Yes,Yes,No,Rock,Yes,Yes,8,6,1,4,Improve
708,10/3/2022 0:00,4:43:00,1,No,No,No,Country,Yes,No,4,1,1,6,Improve
709,10/3/2022 0:00,8:03:00,3,Yes,No,No,Video game music,Yes,Yes,6,5,3,1,No effect
710,10/4/2022 0:00,12:48:00,4,Yes,Yes,Yes,Hip hop,Yes,No,7,8,6,5,Improve
711,10/4/2022 0:00,4:50:00,8,Yes,Yes,Yes,Rock,Yes,No,8,9,5,10,Improve
712,10/4/2022 0:00,8:12:00,5,Yes,No,No,Metal,Yes,Yes,8,6,7,0,Improve
713,10/4/2022 0:00,8:53:00,3,Yes,No,No,Rock,No,No,10,5,2,0,Improve
714,10/4/2022 0:00,2:50:00,8,Yes,No,No,Pop,Yes,Yes,5,2,4,7,No effect
715,10/4/2022 0:00,7:33:00,1,No,No,No,Country,Yes,No,9,3,2,0,No effect
716,10/4/2022 0:00,7:43:00,4,Yes,Yes,Yes,Pop,No,No,4,6,3,4,Improve
717,10/5/2022 0:00,8:58:00,1,No,No,No,Metal,Yes,Yes,9,8,4,0,Improve
718,10/5/2022 0:00,12:30:00,2,No,No,No,Rock,Yes,Yes,5,7,10,2,No effect
719,10/6/2022 0:00,3:35:00,1,Yes,Yes,No,Metal,Yes,Yes,8,3,9,2,No effect
720,10/6/2022 0:00,9:17:00,3,Yes,No,No,Video game music,Yes,Yes,10,10,6,8,Improve
721,10/9/2022 0:00,10:15:00,5,Yes,No,No,Hip hop,Yes,No,7,7,5,5,Improve
722,10/11/2022 0:00,3:46:00,5,Yes,Yes,No,Pop,Yes,Yes,10,8,1,0,Improve
723,10/14/2022,18:01:12,4,Yes,No,No,Pop,Yes,Yes,8,6,2,0,Improve
724,10/14/2022,20:42:26,6,Yes,No,No,Pop,Yes,Yes,10,7,6,10,Improve
725,10/15/2022,14:00:55,6,Yes,No,No,Pop,Yes,Yes,6,6,8,0,Improve
726,10/22/2022,15:20:29,1,Yes,No,No,Video game music,Yes,No,10,10,8,4,Worsen
727,10/23/2022,20:50:27,18,Yes,No,No,EDM,Yes,No,9,8,5,10,Improve
728,10/26/2022,19:45:54,1,Yes,No,No,Metal,Yes,Yes,0,0,0,0,No effect
729,10/30/2022,7:24:08,7,Yes,Yes,No,Country,Yes,No,7,3,1,2,Improve
730,10/30/2022,13:13:32,0.5,No,No,No,Pop,Yes,No,6,2,2,0,Improve
731,10/30/2022,13:15:26,2,Yes,No,No,R&B,Yes,Yes,7,6,4,6,Improve
732,10/30/2022,14:37:28,2,Yes,Yes,No,Rock,Yes,Yes,7,6,0,9,Improve
733,11/1/2022 0:00,10:26:00,1,Yes,Yes,No,Pop,Yes,Yes,3,2,2,5,Improve
734,11/3/2022 0:00,11:24:00,6,Yes,No,Yes,Rap,Yes,No,2,2,2,2,Improve
735,11/8/2022 0:00,5:31:00,5,Yes,Yes,No,Classical,No,No,2,3,2,1,Improve
736,11/9/2022 0:00,1:55:00,2,Yes,No,No,Hip hop,Yes,Yes,2,2,2,5,Improve
737,10/20/2022,10:00:00,1,Yes,No,No,Pop,No,Yes,8,9,6,5,Worsen
738,10/20/2022,10:25:00,1,Yes,Yes,No,Rock,Yes,Yes,9,7,8,4,Improve
739,10/20/2022,10:53:00,2,Yes,No,No,Folk,Yes,No,6,4,5,0,Improve
740,10/20/2022,11:30:00,1.5,No,No,No,Folk,No,No,8,5,9,4,Improve
741,10/20/2022,1:01:00,2,Yes,Yes,No,Metal,Yes,Yes,3,7,0,0,Improve
742,10/20/2022,1:47:00,4,Yes,Yes,No,Pop,Yes,No,9,1,0,9,Improve
743,10/20/2022,3:38:00,1,Yes,Yes,No,Rock,Yes,Yes,8,6,1,4,Improve
744,10/20/2022,4:43:00,1,No,No,No,Country,Yes,No,4,1,1,6,Improve
745,10/20/2022,8:03:00,3,Yes,No,No,Video game music,Yes,Yes,6,5,3,1,No effect
746,10/20/2022,12:48:00,4,Yes,Yes,Yes,Hip hop,Yes,No,7,8,6,5,Improve
747,10/20/2022,0:48:14,0.25,No,Yes,No,Classical,Yes,Yes,7,9,4,5,Improve
748,10/20/2022,1:55:43,4,Yes,No,No,EDM,Yes,Yes,4,7,1,3,Improve
749,10/20/2022,1:57:14,2,No,No,No,Metal,Yes,No,5,9,9,6,Improve
750,10/20/2022,2:17:14,2,Yes,No,No,Pop,Yes,No,5,4,10,7,No effect
751,10/20/2022,4:45:33,3,Yes,No,No,Pop,No,No,7,2,0,1,Improve
752,10/20/2022,5:57:53,6,Yes,No,No,Folk,Yes,Yes,8,6,0,2,Improve
753,10/20/2022,7:06:03,3,No,No,No,Metal,Yes,No,1,3,10,0,No effect
754,10/20/2022,7:12:07,2,Yes,No,No,Rock,Yes,No,8,10,10,2,Worsen
755,10/20/2022,8:05:59,5,Yes,Yes,No,Folk,Yes,Yes,4,7,6,0,No effect
756,10/20/2022,8:36:33,4,No,No,No,Pop,No,Yes,9,6,3,0,No effect
757,10/20/2022,9:29:29,4,Yes,No,No,Rock,Yes,No,10,7,4,4,Improve
758,10/20/2022,11:16:37,0,No,No,No,Rock,No,No,1,2,2,0,No effect
759,10/20/2022,13:18:32,12,Yes,Yes,Yes,Rock,Yes,No,7,10,0,8,Improve
760,10/20/2022,13:58:18,0.5,No,No,No,Pop,No,No,10,2,1,10,Worsen
761,10/20/2022,16:16:16,1,Yes,No,No,Rock,No,No,2,1,2,2,Improve
762,10/20/2022,16:34:56,3,Yes,No,No,R&B,Yes,Yes,3,10,0,0,No effect
