User_ID,Date,Time,Hours_per_day,While_working,Instrumentalist,Composer,Fav_genre,Exploratory,Foreign_languages,Anxiety,Depression,Insomnia,OCD,Music_effects
763,10/20/2022,22:19:10,12,No,No,No,Rock,Yes,Yes,7,10,2,0,Improve
764,10/20/2022,23:06:06,4,Yes,Yes,Yes,Metal,No,No,4,2,0,0,Improve
765,9/14/2022,0:09:08,3,Yes,No,No,R&B,No,No,4,2,5,3,Improve
766,9/14/2022,0:58:57,1,Yes,No,No,Metal,Yes,Yes,6,8,7,0,Improve
767,9/14/2022,7:07:15,4,No,No,No,Folk,Yes,Yes,8,6,4,0,Improve
768,9/14/2022,9:56:39,2,Yes,Yes,Yes,Rock,Yes,No,2,2,0,0,No effect
769,9/14/2022,12:44:04,3,Yes,No,No,Rock,Yes,Yes,8,7,9,3,Improve
770,10/20/2022,0:33:58,3,Yes,Yes,No,Rock,No,Yes,4,3,5,0,No effect
771,10/20/2022,9:41:28,1,Yes,No,No,Rock,Yes,Yes,6,1,0,4,No effect
772,10/20/2022,11:09:46,2,Yes,No,No,Pop,Yes,Yes,6,6,3,6,Improve
773,10/25/2022,15:30:41,1,Yes,No,No,K pop,Yes,Yes,8,7,1,1,No effect
774,10/25/2022,1:47:01,0.5,Yes,No,No,Pop,Yes,Yes,5,3,4,1,Improve
775,10/25/2022,9:24:53,2,Yes,No,No,Video game music,No,No,6,2,4,3,Improve
776,10/25/2022,21:55:32,11,Yes,Yes,Yes,Metal,Yes,Yes,5,6,6,0,Improve
777,10/25/2022,16:23:29,10,Yes,Yes,Yes,Jazz,Yes,Yes,6,10,8,1,Improve
778,10/25/2022,20:32:27,5,Yes,Yes,No,Rock,Yes,No,7,3,9,7,Improve
779,10/25/2022,8:12:47,1.5,Yes,Yes,No,Classical,Yes,Yes,4,6,0,0,No effect
780,10/25/2022,9:37:09,2,Yes,No,No,Folk,Yes,Yes,9,4,0,1,Improve
781,10/25/2022,18:34:27,3,No,No,No,Rap,Yes,Yes,9,7,7,5,Improve
782,10/25/2022,20:09:43,2,No,No,Yes,Rock,Yes,No,5,10,2,7,No effect
783,10/25/2022,23:53:37,3,Yes,No,No,Country,No,Yes,1,0,1,0,Improve
784,10/25/2022,21:12:20,4,No,No,No,R&B,Yes,Yes,8,7,2,6,Improve
785,10/25/2022,12:32:45,1,No,No,No,K pop,No,Yes,5,1,4,0,Improve
786,10/25/2022,15:03:22,5,Yes,Yes,No,Latin,Yes,Yes,10,6,0,0,Improve
787,10/25/2022,21:07:24,2,Yes,No,No,R&B,Yes,No,7,5,5,5,Improve
788,10/25/2022,23:05:47,7,Yes,No,No,Hip hop,Yes,Yes,3,1,0,3,Improve
789,10/25/2022,23:06:12,2,Yes,No,No,Rap,Yes,Yes,5,8,7,4,Improve
790,10/25/2022,23:06:29,1,Yes,No,No,Classical,No,No,2,0,0,5,No effect
791,10/25/2022,23:43:10,1,No,Yes,No,Classical,No,No,7,0,0,0,No effect
792,10/25/2022,0:42:39,4,Yes,No,No,R&B,No,No,8,0,0,2,No effect
793,10/25/2022,10:25:15,6,Yes,No,No,R&B,Yes,Yes,4,1,1,0,Improve
794,10/25/2022,10:59:12,3,Yes,No,No,Hip hop,Yes,No,3,8,0,2,Improve
795,10/25/2022,14:01:57,4,Yes,No,No,Hip hop,Yes,No,7,0,2,2,Improve
796,10/25/2022,8:17:33,4,Yes,No,No,Video game music,Yes,Yes,10,8,10,0,Improve
797,10/25/2022,11:46:56,1,Yes,Yes,Yes,Pop,Yes,No,7,1,1,1,Improve
798,10/25/2022,13:32:27,2,Yes,Yes,No,Pop,Yes,Yes,5,9,1,7,No effect
799,10/25/2022,17:25:48,24,Yes,Yes,Yes,Rap,No,No,0,0,0,0,No effect
800,10/25/2022,19:37:41,5,Yes,Yes,Yes,R&B,Yes,Yes,10,6,3,8,Improve
801,10/25/2022,17:54:15,3,No,Yes,No,Rock,Yes,Yes,7,3.5,3.5,5.5,Improve
802,10/25/2022,7:52:00,4,Yes,Yes,Yes,Country,Yes,Yes,2,0,0,2,Improve
803,10/25/2022,9:30:00,9,Yes,No,No,Metal,No,Yes,10,10,10,8,Improve
804,10/25/2022,10:00:00,1,Yes,No,No,Pop,No,Yes,8,9,6,5,Worsen
805,10/25/2022,10:25:00,1,Yes,Yes,No,Rock,Yes,Yes,9,7,8,4,Improve
806,10/25/2022,10:53:00,2,Yes,No,No,Folk,Yes,No,6,4,5,0,Improve
807,10/25/2022,11:30:00,1.5,No,No,No,Folk,No,No,8,5,9,4,Improve
808,10/25/2022,1:01:00,2,Yes,Yes,No,Metal,Yes,Yes,3,7,0,0,Improve
809,10/25/2022,1:47:00,4,Yes,Yes,No,Pop,Yes,No,9,1,0,9,Improve
810,10/25/2022,3:38:00,1,Yes,Yes,No,Rock,Yes,Yes,8,6,1,4,Improve
811,10/25/2022,4:43:00,1,No,No,No,Country,Yes,No,4,1,1,6,Improve
812,10/25/2022,8:03:00,3,Yes,No,No,Video game music,Yes,Yes,6,5,3,1,No effect
813,10/24/2022,12:48:00,4,Yes,Yes,Yes,Hip hop,Yes,No,7,8,6,5,Improve
814,10/24/2022,4:50:00,8,Yes,Yes,Yes,Rock,Yes,No,8,9,5,10,Improve
815,10/24/2022,8:12:00,5,Yes,No,No,Metal,Yes,Yes,8,6,7,0,Improve
816,10/24/2022,8:53:00,3,Yes,No,No,Rock,No,No,10,5,2,0,Improve
817,10/24/2022,2:50:00,8,Yes,No,No,Pop,Yes,Yes,5,2,4,7,No effect
818,10/24/2022,7:33:00,1,No,No,No,Country,Yes,No,9,3,2,0,No effect
819,10/24/2022,7:43:00,4,Yes,Yes,Yes,Pop,No,No,4,6,3,4,Improve
820,10/24/2022,8:58:00,1,No,No,No,Metal,Yes,Yes,9,8,4,0,Improve
821,10/24/2022,12:30:00,2,No,No,No,Rock,Yes,Yes,5,7,10,2,No effect
822,10/24/2022,3:35:00,1,Yes,Yes,No,Metal,Yes,Yes,8,3,9,2,No effect
823,10/24/2022,9:17:00,3,Yes,No,No,Video game music,Yes,Yes,10,10,6,8,Improve
824,10/25/2022,10:15:00,5,Yes,No,No,Hip hop,Yes,No,7,7,5,5,Improve
825,10/25/2022,3:46:00,5,Yes,Yes,No,Pop,Yes,Yes,10,8,1,0,Improve
826,10/25/2022,18:01:12,4,Yes,No,No,Pop,Yes,Yes,8,6,2,0,Improve
827,10/25/2022,20:42:26,6,Yes,No,No,Pop,Yes,Yes,10,7,6,10,Improve
828,10/25/2022,14:00:55,6,Yes,No,No,Pop,Yes,Yes,6,6,8,0,Improve
829,10/25/2022,15:20:29,1,Yes,No,No,Video game music,Yes,No,10,10,8,4,Worsen
830,10/25/2022,20:50:27,18,Yes,No,No,EDM,Yes,No,9,8,5,10,Improve
831,10/25/2022,19:45:54,1,Yes,No,No,Metal,Yes,Yes,0,0,0,0,No effect
832,10/25/2022,7:24:08,7,Yes,Yes,No,Country,Yes,No,7,3,1,2,Improve
833,10/25/2022,13:13:32,0.5,No,No,No,Pop,Yes,No,6,2,2,0,Improve
834,10/25/2022,13:15:26,2,Yes,No,No,R&B,Yes,Yes,7,6,4,6,Improve
835,10/25/2022,14:37:28,2,Yes,Yes,No,Rock,Yes,Yes,7,6,0,9,Improve
836,11/8/2022 0:00,10:26:00,1,Yes,Yes,No,K pop,Yes,Yes,3,2,2,5,Improve
837,11/8/2022 0:00,11:24:00,6,Yes,No,Yes,Rap,Yes,No,2,2,2,2,Improve
838,11/8/2022 0:00,5:31:00,5,Yes,Yes,No,Classical,No,No,2,3,2,1,Improve
839,11/7/2022 0:00,7:44:00,0.25,Yes,No,No,Gospel,No,Yes,1,0,0,0,Improve
840,11/7/2022 0:00,8:02:00,1,No,Yes,Yes,Gospel,No,No,6,2,8,0,Improve
841,11/7/2022 0:00,8:36:00,1,Yes,No,Yes,Video game music,No,No,4,5,7,0,No effect
842,11/7/2022 0:00,9:05:00,5,Yes,No,No,Hip hop,No,Yes,10,7,0,0,Improve
843,11/7/2022 0:00,9:07:00,1,No,No,No,Pop,No,No,4,2,1,0,Improve
844,11/7/2022 0:00,9:14:00,1,Yes,No,No,Hip hop,No,No,7,6,2,3,Improve
845,11/7/2022 0:00,9:24:00,7,Yes,No,No,K pop,Yes,Yes,3,2,8,0,Improve
846,11/7/2022 0:00,9:44:00,3,No,Yes,Yes,Hip hop,Yes,Yes,10,7,4,3,Improve
847,11/7/2022 0:00,10:38:00,3,Yes,No,No,K pop,Yes,Yes,4,0,0,0,No effect
848,11/7/2022 0:00,11:11:00,7,Yes,No,No,Rock,No,No,7,7,0,0,Improve
849,11/11/2022 0:00,12:08:00,8,Yes,No,No,EDM,No,Yes,6,7,4,1,Improve
850,11/11/2022 0:00,12:20:00,2,Yes,No,No,Metal,Yes,No,7,6,2,7,Improve
851,11/11/2022 0:00,12:32:00,2,Yes,No,No,K Pop,Yes,Yes,6,5,8,0,Improve
852,11/11/2022 0:00,1:03:00,2,Yes,No,No,Rock,Yes,Yes,10,10,2,3,Improve
853,11/11/2022 0:00,1:59:00,2,Yes,No,No,K pop,Yes,Yes,7,6,5,1,Improve
854,11/11/2022 0:00,2:19:00,4,No,No,No,Video game music,Yes,Yes,3,0,0,0,Improve
855,11/11/2022 0:00,3:06:00,8,Yes,No,No,Rock,Yes,Yes,8,2,1,0,No effect
856,11/11/2022 0:00,3:27:00,4,Yes,No,No,Rap,Yes,No,7,6,6,5,Improve
857,11/11/2022 0:00,3:32:00,1,No,No,No,Rock,Yes,No,3,2,5,0,No effect
858,11/11/2022 0:00,3:36:00,5,No,No,No,Metal,No,Yes,8,2,1,0,Improve
859,11/11/2022 0:00,4:06:00,2,Yes,No,No,Rock,No,No,7,7,2,4,Improve
860,11/11/2022 0:00,4:56:00,1,No,No,No,Country,No,No,5,1,1,1,Improve
861,11/11/2022 0:00,4:56:00,5,Yes,No,No,Rock,No,No,1,2,1,0,No effect
862,11/11/2022 0:00,5:21:00,8,Yes,No,No,Rock,Yes,No,2,1,2,2,Improve
863,11/11/2022 0:00,5:40:00,2,Yes,No,No,Classical,No,No,5,2,4,0,Improve
864,11/11/2022 0:00,5:49:00,2,Yes,No,No,Pop,No,No,7,2,1,0,Improve
865,11/11/2022 0:00,6:20:00,1,Yes,No,No,Folk,No,Yes,10,10,7,8,Improve
866,11/11/2022 0:00,6:41:00,8,Yes,No,No,Pop,Yes,Yes,7,2,1,6,Improve
867,11/11/2022 0:00,7:13:00,8,Yes,No,No,Pop,Yes,No,6,4,1,0,Improve
868,11/11/2022 0:00,7:13:00,1,No,No,No,EDM,Yes,No,5,9,6,1,Improve
869,11/11/2022 0:00,7:29:00,1,Yes,Yes,No,Video game music,No,No,7,5,7,0,Improve
870,11/11/2022 0:00,7:53:00,8,Yes,No,No,Jazz,Yes,Yes,7,6,7,4,Improve
871,11/11/2022 0:00,8:05:00,2,Yes,No,No,Rock,No,No,0,0,0,0,Improve
872,11/11/2022 0:00,8:06:00,6,Yes,No,No,R&B,No,Yes,3,5,0,2,No effect
873,11/11/2022 0:00,9:15:00,3,No,Yes,Yes,Metal,Yes,Yes,8,8,5,2,Improve
874,11/11/2022 0:00,9:25:00,4,Yes,Yes,No,EDM,No,Yes,8,7,10,6,Improve
875,11/11/2022 0:00,9:54:00,2,Yes,No,No,Rock,No,Yes,2,4,5,2,Improve
876,11/11/2022 0:00,2:09:00,3,Yes,Yes,No,Classical,No,No,7,3,9,2,Improve
877,11/11/2022 0:00,2:31:00,4,No,No,Yes,Pop,Yes,No,8,7,4,4,Improve
878,11/11/2022 0:00,3:24:00,2,No,No,No,Jazz,Yes,Yes,0,0,0,5,No effect
879,11/11/2022 0:00,4:14:00,1,Yes,No,No,Pop,No,Yes,8,6,9,8,Improve
880,11/11/2022 0:00,4:36:00,1,Yes,No,No,Video game music,Yes,Yes,4,2,3,2,Improve
881,11/11/2022 0:00,7:20:00,1,No,No,No,Rock,No,No,3,2,2,2,No effect
882,11/11/2022 0:00,7:39:00,2,Yes,Yes,No,Gospel,No,No,6,4,10,0,Improve
883,11/11/2022 0:00,9:14:00,7,Yes,No,No,Pop,Yes,Yes,8,8,10,0,Improve
884,11/11/2022 0:00,9:19:00,5,Yes,No,No,Pop,Yes,Yes,5,5,5,5,Improve
885,11/11/2022 0:00,10:18:00,3,Yes,No,No,Rock,No,No,10,8,6,2,No effect
886,12/2/2022 0:00,3:54:00,1,No,No,No,Rock,No,No,0,0,7,0,Improve
887,12/2/2022 0:00,5:27:00,6,Yes,Yes,Yes,Rock,Yes,Yes,8,8,10,0,Improve
888,12/2/2022 0:00,7:09:00,2,No,No,No,Rock,Yes,No,8,2,0,0,No effect
889,12/2/2022 0:00,8:53:00,3,Yes,Yes,Yes,Metal,Yes,No,7,8,4,10,Improve
890,12/2/2022 0:00,10:20:00,1.5,Yes,No,No,Country,No,No,0,2,0,1,Improve
891,12/2/2022 0:00,10:41:00,4,Yes,Yes,No,Pop,Yes,No,3,5,4,0,Improve
892,12/2/2022 0:00,12:26:00,2,Yes,Yes,No,Pop,Yes,Yes,5,2,3,1,Improve
893,12/2/2022 0:00,1:52:00,2,Yes,No,No,Folk,Yes,No,6,1,0,0,Improve
894,12/2/2022 0:00,2:08:00,2,No,No,No,Rap,Yes,Yes,6,3,4,2,Improve
895,12/2/2022 0:00,2:35:00,1,Yes,Yes,Yes,Rock,Yes,No,5,6,8,2,Improve
896,12/2/2022 0:00,3:52:00,3,Yes,No,No,K pop,Yes,Yes,8,4,7,5,Improve
897,12/2/2022 0:00,3:52:00,3,Yes,No,No,Pop,Yes,No,1,1,2,3,Improve
898,12/2/2022 0:00,4:00:00,2,No,Yes,No,Rock,Yes,No,8,3,1,3,Improve
899,12/2/2022 0:00,4:24:00,6,Yes,No,Yes,Rap,Yes,No,3,3,0,0,Improve
900,12/2/2022 0:00,5:14:00,3,Yes,No,No,Classical,No,Yes,0,0,0,0,No effect
901,12/2/2022 0:00,6:01:00,3,Yes,No,No,Pop,No,No,5,4,2,0,No effect
902,12/2/2022 0:00,6:23:00,2,Yes,No,No,R&B,Yes,No,2,4,0,0,Improve
903,12/2/2022 0:00,6:37:00,2,Yes,No,No,Video game music,No,No,4,6,0,2,Improve
904,12/2/2022 0:00,8:49:00,2,Yes,No,Yes,Pop,Yes,No,5,7,2,0,Improve
905,12/2/2022 0:00,8:58:00,3,Yes,No,No,Rock,Yes,Yes,4,0,7,0,No effect
906,12/2/2022 0:00,9:08:00,4,Yes,No,No,Pop,Yes,Yes,10,8,6,2,No effect
907,12/2/2022 0:00,9:52:00,2,Yes,Yes,Yes,R&B,Yes,No,3,3,1,0,Improve
908,12/3/2022 0:00,2:32:00,5,Yes,Yes,No,Rock,Yes,No,8,7,2,1,Improve
909,12/3/2022 0:00,5:01:00,2,Yes,No,No,R&B,No,No,3,3,0,3,Improve
910,12/3/2022 0:00,5:22:00,1,Yes,No,No,K pop,Yes,Yes,4,5,2,5,Improve
911,12/3/2022 0:00,9:22:00,7,Yes,No,No,Folk,Yes,Yes,10,10,8,10,Improve
912,12/3/2022 0:00,10:07:00,3,Yes,Yes,No,K pop,No,Yes,10,2,7,8,Improve
913,12/3/2022 0:00,10:48:00,3,No,Yes,Yes,Metal,Yes,No,9,6,8,5,Improve
914,12/3/2022 0:00,11:15:00,4,Yes,No,No,R&B,Yes,Yes,6,4,1,6,Improve
915,12/3/2022 0:00,11:25:00,3,Yes,No,No,Pop,Yes,No,3,4,6,8,Improve
916,12/3/2022 0:00,1:07:00,1,Yes,No,No,Gospel,No,No,10,10,10,0,Improve
917,12/3/2022 0:00,3:41:00,7,Yes,No,No,Video game music,Yes,No,4,8,8,4,No effect
918,12/3/2022 0:00,4:26:00,1,No,No,No,R&B,Yes,Yes,3,0,0,0,Improve
919,12/3/2022 0:00,5:54:00,4,Yes,No,No,R&B,Yes,Yes,1,0,0,0,Improve
920,12/3/2022 0:00,8:38:00,4,Yes,No,No,Classical,Yes,No,5,6,7,7,No effect
921,12/3/2022 0:00,9:29:00,3,Yes,No,No,Video game music,Yes,Yes,7,0,3,1,No effect
922,12/3/2022 0:00,9:44:00,2,Yes,No,No,Pop,No,No,10,8,8,9,Improve
923,12/3/2022 0:00,10:32:00,4,Yes,Yes,No,R&B,Yes,Yes,3,0,3,4,Improve
924,12/3/2022 0:00,2:08:00,5,Yes,No,No,EDM,Yes,Yes,1,0,0,1,No effect
925,12/3/2022 0:00,6:29:00,6,Yes,No,No,Pop,No,No,6,6,0,0,Improve
926,12/3/2022 0:00,8:21:00,1,Yes,No,No,Video game music,Yes,No,4,3,4,0,Improve
927,12/3/2022 0:00,12:10:00,1,No,No,No,Pop,No,No,6,4,0,0,Improve
928,12/3/2022 0:00,9:56:00,3,Yes,No,No,Rock,Yes,No,2,6,3,0,Worsen
929,12/10/2022 0:00,9:40:00,1,Yes,No,No,Pop,Yes,Yes,8,3,3,3,Improve
930,12/10/2022 0:00,10:12:00,8,No,No,No,Rock,No,Yes,8,10,7,3,No effect
931,12/10/2022 0:00,11:15:00,1,No,Yes,No,Rock,No,No,1,0,0,1,Improve
932,12/10/2022 0:00,11:19:00,8,Yes,Yes,Yes,Rock,Yes,No,8,6,6,8,Improve
933,12/10/2022 0:00,12:36:00,1,Yes,No,No,Pop,Yes,Yes,6,3,1,7,Improve
934,12/10/2022 0:00,1:26:00,1,No,Yes,No,Rap,Yes,Yes,2,0,3,0,Improve
935,12/10/2022 0:00,2:43:00,10,Yes,Yes,Yes,Metal,No,Yes,0,0,0,0,No effect
936,12/10/2022 0:00,3:53:00,10,Yes,Yes,Yes,Rock,Yes,No,10,10,6,6,Improve
937,12/10/2022 0:00,7:27:00,5,Yes,No,No,Rock,Yes,Yes,3,0,0,1,Improve
938,12/10/2022 0:00,9:16:00,10,Yes,No,No,Rock,Yes,Yes,7,9,10,0,Improve
939,12/10/2022 0:00,12:32:00,2,Yes,Yes,No,Classical,Yes,Yes,8,7,6,2,Improve
940,12/10/2022 0:00,2:17:00,6,Yes,No,No,R&B,No,No,2,0,10,10,Improve
941,12/10/2022 0:00,7:43:00,2,Yes,No,No,R&B,Yes,No,10,7,9,3,No effect
942,12/10/2022 0:00,9:19:00,3,Yes,No,No,Pop,No,Yes,6,0,0,0,Improve
943,12/11/2022 0:00,3:06:00,8,Yes,Yes,Yes,Gospel,Yes,Yes,3,0,2,2,Improve
944,12/11/2022 0:00,4:56:00,8,Yes,No,No,Lofi,Yes,Yes,6,5,9,8,Improve
945,12/11/2022 0:00,6:12:00,8,Yes,No,No,Rock,Yes,No,7,6,5,8,Improve
946,12/11/2022 0:00,6:14:00,8,Yes,Yes,No,Metal,Yes,No,10,7,8,6,Improve
947,12/11/2022 0:00,7:16:00,12,Yes,Yes,No,Latin,Yes,No,0,3,9,5,No effect
948,12/11/2022 0:00,9:30:00,6,Yes,No,No,EDM,Yes,Yes,0,2,1,5,Improve
949,12/11/2022 0:00,11:40:00,4,Yes,Yes,No,R&B,No,Yes,2,0,0,0,No effect
950,12/11/2022 0:00,7:19:00,8,Yes,No,No,Jazz,Yes,No,2,2,4,0,No effect
951,12/11/2022 0:00,7:48:00,2,No,No,No,Pop,No,No,5,6,3,4,No effect
952,12/11/2022 0:00,11:15:00,1,No,No,No,Rock,No,No,0,0,1,0,No effect
953,12/11/2022 0:00,11:25:00,2,Yes,Yes,No,Hip hop,Yes,No,5,4,3,7,Improve
954,12/11/2022 0:00,6:44:00,3,Yes,Yes,No,K pop,Yes,Yes,2,7,0,0,Improve
955,12/11/2022 0:00,10:31:00,1,Yes,No,No,Video game music,Yes,Yes,0,6,0,4,Improve
956,12/11/2022 0:00,11:34:00,0,No,No,No,Classical,Yes,Yes,0,0,0,0,Improve
957,12/15/2022,2:59:00,2,Yes,Yes,Yes,Rap,Yes,Yes,7,5,1,3,Improve
958,12/15/2022,6:07:00,0.1,Yes,Yes,No,Folk,No,Yes,7,5,3,1,No effect
959,12/15/2022,9:06:00,2,Yes,No,No,Rock,No,Yes,3,3,1,8,No effect
960,12/15/2022,10:08:00,12,Yes,No,No,Rock,Yes,Yes,7,10,4,7,Worsen
961,12/15/2022,9:39:00,1,Yes,No,No,Pop,Yes,No,3,2,3,0,Improve
962,12/15/2022,11:45:00,1,Yes,No,No,Rock,No,No,5,1,1,9,Improve
963,12/15/2022,12:09:00,3,Yes,No,No,Rock,No,No,8,9,4,10,Improve
964,12/15/2022,12:14:00,2,Yes,No,No,Metal,Yes,Yes,4,8,0,0,Improve
965,12/15/2022,12:15:00,2,Yes,No,No,Rock,Yes,Yes,7,9,7,0,Improve
966,12/15/2022,12:46:00,3,Yes,Yes,No,Rock,Yes,No,1,5,6,4,No effect
967,12/15/2022,1:31:00,1,No,No,No,Jazz,Yes,Yes,3,2,1,0,No effect
968,12/15/2022,1:33:00,3,Yes,Yes,Yes,Jazz,Yes,Yes,6,8,0,0,Improve
969,12/15/2022,1:46:00,3,Yes,No,No,Rock,No,No,6,3,6,0,Improve
970,12/15/2022,1:55:00,5,Yes,Yes,Yes,Metal,Yes,Yes,7,4,8,0,Improve
971,12/15/2022,2:20:00,8,Yes,No,No,Metal,Yes,No,2,6,9,1,No effect
972,12/15/2022,2:27:00,4,Yes,No,No,Hip hop,Yes,Yes,8,5,3,8,Improve
973,12/15/2022,2:29:00,5,Yes,No,Yes,Rock,Yes,Yes,3,3,0,0,Improve
974,12/15/2022,2:42:00,3,Yes,No,No,Rap,No,Yes,7,5,3,3,Improve
975,12/15/2022,2:44:00,4,Yes,No,No,Rock,Yes,Yes,4,8,2,3,Improve
976,12/15/2022,3:07:00,1,Yes,Yes,No,Classical,No,No,3,0,0,5,Improve
977,12/15/2022,3:12:00,4,Yes,No,No,Metal,Yes,Yes,10,7,3,2,Improve
978,12/15/2022,4:24:00,1,No,No,No,Rock,Yes,Yes,10,4,8,0,Improve
979,12/15/2022,6:07:00,2,Yes,Yes,No,Video game music,No,Yes,2,2,0,0,Improve
980,12/15/2022,6:09:00,6,Yes,No,No,Folk,Yes,No,8,7,7,3,Improve
981,12/15/2022,6:10:00,2,No,No,No,Rock,No,No,10,5,2,8,Improve
982,12/15/2022,6:54:00,1,Yes,No,No,Rock,Yes,No,9,10,10,6,No effect
983,12/15/2022,7:03:00,4,Yes,Yes,No,Metal,Yes,No,5,2,1,6,Improve
984,12/15/2022,7:13:00,8,Yes,Yes,Yes,Classical,No,No,4,8,9,1,Improve
985,12/15/2022,7:41:00,2,Yes,No,No,Metal,Yes,Yes,7,8,5,3,Improve
986,12/15/2022,8:07:00,2,Yes,No,No,EDM,Yes,Yes,2,2,0,3,No effect
987,12/15/2022,10:24:00,10,Yes,No,Yes,K pop,Yes,Yes,10,3,0,4,Improve
988,12/15/2022,10:26:00,0,No,No,No,Metal,No,No,10,10,10,9,Improve
989,12/15/2022,11:09:00,6,Yes,No,No,Folk,Yes,Yes,3,7,7,4,No effect
990,12/15/2022,11:16:00,3,Yes,No,No,EDM,Yes,Yes,7,5,7,7,Improve
991,12/15/2022,11:56:00,2,Yes,No,No,Metal,No,Yes,7,4,8,8,Improve
992,12/17/2022,0:48:14,0.25,No,Yes,No,Classical,Yes,Yes,7,9,4,5,Improve
993,12/17/2022,1:55:43,4,Yes,No,No,EDM,Yes,Yes,4,7,1,3,Improve
994,12/17/2022,1:57:14,2,No,No,No,Metal,Yes,No,5,9,9,6,Improve
995,12/17/2022,2:17:14,2,Yes,No,No,Pop,Yes,No,5,4,10,7,No effect
996,12/17/2022,4:45:33,3,Yes,No,No,Pop,No,No,7,2,0,1,Improve
997,12/17/2022,5:57:53,6,Yes,No,No,Folk,Yes,Yes,8,6,0,2,Improve
998,12/17/2022,7:06:03,3,No,No,No,Metal,Yes,No,1,3,10,0,No effect
999,12/17/2022,7:12:07,2,Yes,No,No,Rock,Yes,No,8,10,10,2,Worsen
1000,12/17/2022,8:05:59,5,Yes,Yes,No,Folk,Yes,Yes,4,7,6,0,No effect
1001,12/17/2022,8:36:33,4,No,No,No,Pop,No,Yes,9,6,3,0,No effect
1002,12/17/2022,9:29:29,4,Yes,No,No,Rock,Yes,No,10,7,4,4,Improve
1003,12/17/2022,11:16:37,0,No,No,No,Rock,No,No,1,2,2,0,No effect
1004,12/17/2022,13:18:32,12,Yes,Yes,Yes,Rock,Yes,No,7,10,0,8,Improve
1005,12/17/2022,13:58:18,0.5,No,No,No,Pop,No,No,10,2,1,10,Worsen
1006,12/17/2022,16:16:16,1,Yes,No,No,Rock,No,No,2,1,2,2,Improve
1007,12/17/2022,16:34:56,3,Yes,No,No,R&B,Yes,Yes,3,10,0,0,No effect
1008,12/17/2022,22:19:10,12,No,No,No,Rock,Yes,Yes,7,10,2,0,Improve
1009,12/17/2022,23:06:06,4,Yes,Yes,Yes,Metal,No,No,4,2,0,0,Improve
1010,12/19/2022,0:09:08,3,Yes,No,No,R&B,No,No,4,2,5,3,Improve
1011,12/19/2022,0:58:57,1,Yes,No,No,Metal,Yes,Yes,6,8,7,0,Improve
1012,12/19/2022,7:07:15,4,No,No,No,Folk,Yes,Yes,8,6,4,0,Improve
